Category ID,Category Path,Standard Fee Rate,Basic Fee Rate,Premium Fee Rate,Anchor Fee Rate
28170,Crafts > Sewing > Hand Sewing Needles & Accs > Hand Sewing Needles,10%,9.15%,9.15%,9.15%
183282,Crafts > Sewing > Hand Sewing Needles & Accs > Needle Cases & Organizers,10%,9.15%,9.15%,9.15%
183283,Crafts > Sewing > Hand Sewing Needles & Accs > Needle Threaders,10%,9.15%,9.15%,9.15%
183284,Crafts > Sewing > Hand Sewing Needles & Accs > Point Turners,10%,9.15%,9.15%,9.15%
183285,Crafts > Sewing > Hand Sewing Needles & Accs > Thimbles,10%,9.15%,9.15%,9.15%
183287,Crafts > Sewing > Marking Tools > Dressmaker's Tracing Paper,10%,9.15%,9.15%,9.15%
183288,Crafts > Sewing > Marking Tools > Marking Pencils & Pens,10%,9.15%,9.15%,9.15%
134623,Crafts > Sewing > Marking Tools > Pincushions,10%,9.15%,9.15%,9.15%
183289,Crafts > Sewing > Marking Tools > Pins,10%,9.15%,9.15%,9.15%
183290,Crafts > Sewing > Marking Tools > Tailor's Chalks & Waxes,10%,9.15%,9.15%,9.15%
183291,Crafts > Sewing > Marking Tools > Tracing Wheels,10%,9.15%,9.15%,9.15%
111935,Crafts > Sewing > Measuring Tools > Dress Forms/Tailor's Dummies,10%,9.15%,9.15%,9.15%
183293,Crafts > Sewing > Measuring Tools > French & Hip Curves,10%,9.15%,9.15%,9.15%
183294,Crafts > Sewing > Measuring Tools > L/Framing Squares,10%,9.15%,9.15%,9.15%
183295,Crafts > Sewing > Measuring Tools > Measuring Tapes,10%,9.15%,9.15%,9.15%
183296,Crafts > Sewing > Measuring Tools > Measuring Tool Kits,10%,9.15%,9.15%,9.15%
183297,Crafts > Sewing > Measuring Tools > Seam/Sewing Gauges,10%,9.15%,9.15%,9.15%
183298,Crafts > Sewing > Measuring Tools > Sewing Rulers,10%,9.15%,9.15%,9.15%
183300,Crafts > Sewing > Pressing Equipment > Mini Irons,10%,9.15%,9.15%,9.15%
183301,Crafts > Sewing > Pressing Equipment > Pressing Paper,10%,9.15%,9.15%,9.15%
83965,Crafts > Sewing > Sewing Boxes & Storage,10%,9.15%,9.15%,9.15%
28174,Crafts > Sewing > Sewing Patterns,10%,9.15%,9.15%,9.15%
28172,Crafts > Sewing > Sewing Thread,10%,9.15%,9.15%,9.15%
3115,Crafts > Sewing > Other Sewing,10%,9.15%,9.15%,9.15%
134448,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Books & Magazines",10%,9.15%,9.15%,9.15%
183304,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Ceramic & Porcelain Paints",10%,9.15%,9.15%,9.15%
183305,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Ceramic Clays",10%,9.15%,9.15%,9.15%
48095,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Ceramic Decals",10%,9.15%,9.15%,9.15%
183306,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Ceramic Glazes",10%,9.15%,9.15%,9.15%
116495,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Pottery Kilns",10%,9.15%,9.15%,9.15%
116496,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Pottery Tools & Sets",10%,9.15%,9.15%,9.15%
28124,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Pottery Wheels",10%,9.15%,9.15%,9.15%
83899,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Ready-to-Paint Pottery",10%,9.15%,9.15%,9.15%
83898,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Slip Casting Molds & Kits",10%,9.15%,9.15%,9.15%
183307,"Crafts > Sculpting, Molding & Ceramics > Ceramics & Pottery > Other Ceramics & Pottery",10%,9.15%,9.15%,9.15%
183309,"Crafts > Sculpting, Molding & Ceramics > Modeling > Armature Wire and Wire Form",10%,9.15%,9.15%,9.15%
134447,"Crafts > Sculpting, Molding & Ceramics > Modeling > Clay Rollers & Brayers",10%,9.15%,9.15%,9.15%
183310,"Crafts > Sculpting, Molding & Ceramics > Modeling > Modeling Clays & Materials",10%,9.15%,9.15%,9.15%
183311,"Crafts > Sculpting, Molding & Ceramics > Modeling > Modeling Tools & Sets",10%,9.15%,9.15%,9.15%
183312,"Crafts > Sculpting, Molding & Ceramics > Modeling > Other Modeling",10%,9.15%,9.15%,9.15%
153913,"Crafts > Sculpting, Molding & Ceramics > Molding & Casting > Moldmaking & Casting Materials",10%,9.15%,9.15%,9.15%
183314,"Crafts > Sculpting, Molding & Ceramics > Molding & Casting > Release Agents",10%,9.15%,9.15%,9.15%
150133,"Crafts > Sculpting, Molding & Ceramics > Molding & Casting > Ready-Made Molds",10%,9.15%,9.15%,9.15%
183315,"Crafts > Sculpting, Molding & Ceramics > Molding & Casting > Other Molding & Casting",10%,9.15%,9.15%,9.15%
183317,"Crafts > Sculpting, Molding & Ceramics > Stone Carving > Carving Stones",10%,9.15%,9.15%,9.15%
183318,"Crafts > Sculpting, Molding & Ceramics > Stone Carving > Stone Carving Tools & Sets",10%,9.15%,9.15%,9.15%
183319,"Crafts > Sculpting, Molding & Ceramics > Other Sculpting Supplies",10%,9.15%,9.15%,9.15%
84008,Crafts > Stamping & Embossing > Embossing Powders,10%,9.15%,9.15%,9.15%
116689,Crafts > Stamping & Embossing > Idea Books & Instructions,10%,9.15%,9.15%,9.15%
11795,Crafts > Stamping & Embossing > Ink & Pads,10%,9.15%,9.15%,9.15%
16506,Crafts > Stamping & Embossing > Kits,10%,9.15%,9.15%,9.15%
3123,Crafts > Stamping & Embossing > Paper & Envelopes,10%,9.15%,9.15%,9.15%
31740,Crafts > Stamping & Embossing > Stamps,10%,9.15%,9.15%,9.15%
41267,Crafts > Stamping & Embossing > Stamp Collections & Mixed Lots,10%,9.15%,9.15%,9.15%
134783,Crafts > Stamping & Embossing > Stamp Handles & Mounts,10%,9.15%,9.15%,9.15%
16507,Crafts > Stamping & Embossing > Tools & Equipment,10%,9.15%,9.15%,9.15%
905,Crafts > Stamping & Embossing > Other Stamping & Embossing,10%,9.15%,9.15%,9.15%
75576,Crafts > Other Crafts,10%,9.15%,9.15%,9.15%
31742,Crafts > Wholesale Lots > All-Purpose Craft Supplies,10%,9.15%,9.15%,9.15%
146405,Crafts > Wholesale Lots > Bead Art,10%,9.15%,9.15%,9.15%
48753,Crafts > Wholesale Lots > Candle & Soap Making,10%,9.15%,9.15%,9.15%
160750,Crafts > Wholesale Lots > Fabric,10%,9.15%,9.15%,9.15%
48754,Crafts > Wholesale Lots > Fabric Embellishment,10%,9.15%,9.15%,9.15%
48755,Crafts > Wholesale Lots > Floral Supplies,10%,9.15%,9.15%,9.15%
45075,Crafts > Wholesale Lots > Needlecraft,10%,9.15%,9.15%,9.15%
168077,Crafts > Wholesale Lots > Ribbons & Bows,10%,9.15%,9.15%,9.15%
48756,Crafts > Wholesale Lots > Scrapbooking,10%,9.15%,9.15%,9.15%
45076,Crafts > Wholesale Lots > Stamping & Stickers,10%,9.15%,9.15%,9.15%
168078,"Crafts > Wholesale Lots > Thread, Floss",10%,9.15%,9.15%,9.15%
45077,Crafts > Wholesale Lots > Other Craft Wholesale Lots,10%,9.15%,9.15%,9.15%
50253,Dolls & Bears > Bear Making Supplies,10%,9.15%,9.15%,9.15%
160824,Dolls & Bears > Bears > Miniatures,10%,9.15%,9.15%,9.15%
31,Dolls & Bears > Bears > Antique,10%,9.15%,9.15%,9.15%
3904,Dolls & Bears > Bears > Artist > One of a Kind,10%,9.15%,9.15%,9.15%
3903,Dolls & Bears > Bears > Artist > Manufactured,10%,9.15%,9.15%,9.15%
389,Dolls & Bears > Bears > Artist > Other Artist Plush Bears,10%,9.15%,9.15%,9.15%
95217,Dolls & Bears > Bears > Annette Funicello,10%,9.15%,9.15%,9.15%
95218,Dolls & Bears > Bears > Avon,10%,9.15%,9.15%,9.15%
53573,Dolls & Bears > Bears > Bad Taste Bears,10%,9.15%,9.15%,9.15%
95219,Dolls & Bears > Bears > Bearfoots,10%,9.15%,9.15%,9.15%
95220,Dolls & Bears > Bears > Bearington,10%,9.15%,9.15%,9.15%
1347,Dolls & Bears > Bears > Boyds,10%,9.15%,9.15%,9.15%
158447,Dolls & Bears > Bears > Brass Button,10%,9.15%,9.15%,9.15%
95222,Dolls & Bears > Bears > Build-a-Bear,10%,9.15%,9.15%,9.15%
47225,Dolls & Bears > Bears > Care Bears,10%,9.15%,9.15%,9.15%
160825,Dolls & Bears > Bears > Chantilly Lane,10%,9.15%,9.15%,9.15%
3906,Dolls & Bears > Bears > Cherished Teddies,10%,9.15%,9.15%,9.15%
95223,Dolls & Bears > Bears > Dayton Hudson,10%,9.15%,9.15%,9.15%
95224,Dolls & Bears > Bears > Deans,10%,9.15%,9.15%,9.15%
95225,Dolls & Bears > Bears > Deb Canham,10%,9.15%,9.15%,9.15%
36540,Dolls & Bears > Bears > Ganz,10%,9.15%,9.15%,9.15%
15975,Dolls & Bears > Bears > Gund,10%,9.15%,9.15%,9.15%
95226,Dolls & Bears > Bears > Hallmark,10%,9.15%,9.15%,9.15%
95227,Dolls & Bears > Bears > Harrods,10%,9.15%,9.15%,9.15%
27257,Dolls & Bears > Bears > Hermann,10%,9.15%,9.15%,9.15%
1540,Dolls & Bears > Bears > Merrythought,10%,9.15%,9.15%,9.15%
392,"Dolls & Bears > Bears > Muffy, NABCO",10%,9.15%,9.15%,9.15%
36542,Dolls & Bears > Bears > Paddington,10%,9.15%,9.15%,9.15%
779,Dolls & Bears > Bears > Raikes,10%,9.15%,9.15%,9.15%
36543,Dolls & Bears > Bears > Russ,10%,9.15%,9.15%,9.15%
95228,Dolls & Bears > Bears > Schuco,10%,9.15%,9.15%,9.15%
3910,Dolls & Bears > Bears > Steiff,10%,9.15%,9.15%,9.15%
36544,Dolls & Bears > Bears > Teddy Ruxpin,10%,9.15%,9.15%,9.15%
74983,Dolls & Bears > Bears > Vermont Teddy Bear Co.,10%,9.15%,9.15%,9.15%
101375,Dolls & Bears > Bears > Winnie the Pooh,10%,9.15%,9.15%,9.15%
387,Dolls & Bears > Bears > Accessories,10%,9.15%,9.15%,9.15%
170085,Dolls & Bears > Bears > Collectors' Guides & Books,10%,9.15%,9.15%,9.15%
117,Dolls & Bears > Bears > Other Plush Bears,10%,9.15%,9.15%,9.15%
4626,Dolls & Bears > Dolls > Antique (Pre-1930) > Reproduction,10%,9.15%,9.15%,9.15%
84622,Dolls & Bears > Dolls > Antique (Pre-1930) > Bisque > German,10%,9.15%,9.15%,9.15%
84623,Dolls & Bears > Dolls > Antique (Pre-1930) > Bisque > French,10%,9.15%,9.15%,9.15%
340,Dolls & Bears > Dolls > Antique (Pre-1930) > Bisque > Other Antique Bisque Dolls,10%,9.15%,9.15%,9.15%
4622,Dolls & Bears > Dolls > Antique (Pre-1930) > Celluloid,10%,9.15%,9.15%,9.15%
4623,Dolls & Bears > Dolls > Antique (Pre-1930) > Cloth,10%,9.15%,9.15%,9.15%
341,Dolls & Bears > Dolls > Antique (Pre-1930) > Composition,10%,9.15%,9.15%,9.15%
4625,Dolls & Bears > Dolls > Antique (Pre-1930) > Papier-Mache,10%,9.15%,9.15%,9.15%
4624,Dolls & Bears > Dolls > Antique (Pre-1930) > Porcelain & China,10%,9.15%,9.15%,9.15%
149387,Dolls & Bears > Dolls > Antique (Pre-1930) > Tin & Metal,10%,9.15%,9.15%,9.15%
4628,Dolls & Bears > Dolls > Antique (Pre-1930) > Wood,10%,9.15%,9.15%,9.15%
32,Dolls & Bears > Dolls > Antique (Pre-1930) > Other Antique Dolls,10%,9.15%,9.15%,9.15%
166700,Dolls & Bears > Dolls > Art Dolls-Manufactured,10%,9.15%,9.15%,9.15%
84625,Dolls & Bears > Dolls > Art Dolls-OOAK > Babies,10%,9.15%,9.15%,9.15%
84627,Dolls & Bears > Dolls > Art Dolls-OOAK > Characters,10%,9.15%,9.15%,9.15%
84626,Dolls & Bears > Dolls > Art Dolls-OOAK > Fantasy,10%,9.15%,9.15%,9.15%
158448,Dolls & Bears > Dolls > Art Dolls-OOAK > Gothic & Horror,10%,9.15%,9.15%,9.15%
158449,Dolls & Bears > Dolls > Art Dolls-OOAK > OOAK Artist Supplies,10%,9.15%,9.15%,9.15%
158450,Dolls & Bears > Dolls > Art Dolls-OOAK > OOAK Doll Clothing,10%,9.15%,9.15%,9.15%
327,Dolls & Bears > Dolls > Art Dolls-OOAK > Other OOAK Art Dolls,10%,9.15%,9.15%,9.15%
160840,Dolls & Bears > Dolls > Baby Dolls,10%,9.15%,9.15%,9.15%
250,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Vintage (Pre-1967),10%,9.15%,9.15%,9.15%
160841,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Mod Era (1967-1973),10%,9.15%,9.15%,9.15%
15966,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Cases,10%,9.15%,9.15%,9.15%
2454,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Clothing & Accessories > Clothing,10%,9.15%,9.15%,9.15%
2455,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Clothing & Accessories > Shoes,10%,9.15%,9.15%,9.15%
36536,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Clothing & Accessories > Mixed Lots,10%,9.15%,9.15%,9.15%
251,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Clothing & Accessories > Other Vintage Barbie Clothing,10%,9.15%,9.15%,9.15%
15970,"Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Francie, Casey & Twiggy",10%,9.15%,9.15%,9.15%
15971,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Ken & Same-Size Friends,10%,9.15%,9.15%,9.15%
15972,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Midge & Same-Size Friends,10%,9.15%,9.15%,9.15%
15973,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Skipper & Same-Size Friends,10%,9.15%,9.15%,9.15%
48953,"Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Tutti, Todd & Chris",10%,9.15%,9.15%,9.15%
2452,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Friends & Family > Other Vintage Barbie Friends,10%,9.15%,9.15%,9.15%
15967,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Structures & Furniture,10%,9.15%,9.15%,9.15%
15968,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Vehicles,10%,9.15%,9.15%,9.15%
158451,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Vintage Reproductions,10%,9.15%,9.15%,9.15%
48954,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Mixed Lots,10%,9.15%,9.15%,9.15%
15974,Dolls & Bears > Dolls > Barbie Vintage (Pre-1973) > Other Vintage Barbie,10%,9.15%,9.15%,9.15%
48912,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Anniversary Dolls,10%,9.15%,9.15%,9.15%
84628,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Artist Dolls - OOAK & Nudes > OOAK,10%,9.15%,9.15%,9.15%
15954,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Artist Dolls - OOAK & Nudes > Nude Dolls,10%,9.15%,9.15%,9.15%
48914,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Artist Dolls - OOAK & Nudes > Supplies,10%,9.15%,9.15%,9.15%
48915,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Athlete Barbie,10%,9.15%,9.15%,9.15%
183251,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Barbie Basics,10%,9.15%,9.15%,9.15%
48916,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Bridal Barbie,10%,9.15%,9.15%,9.15%
48917,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Career Barbie,10%,9.15%,9.15%,9.15%
15952,"Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Designer Editions, Bob Mackie",10%,9.15%,9.15%,9.15%
48932,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Dolls of the World,10%,9.15%,9.15%,9.15%
48922,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Cinderella,10%,9.15%,9.15%,9.15%
36529,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Disney,10%,9.15%,9.15%,9.15%
160826,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Fairytopia,10%,9.15%,9.15%,9.15%
160827,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Island Princess,10%,9.15%,9.15%,9.15%
38260,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Nutcracker,10%,9.15%,9.15%,9.15%
36534,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Rapunzel,10%,9.15%,9.15%,9.15%
52332,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Swan Lake,10%,9.15%,9.15%,9.15%
36535,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Wizard of Oz,10%,9.15%,9.15%,9.15%
48934,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fairytale Barbie > Other Fairytale Barbie Dolls,10%,9.15%,9.15%,9.15%
183252,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Fashionistas,10%,9.15%,9.15%,9.15%
160828,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Flowers in Fashion,10%,9.15%,9.15%,9.15%
48935,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Happy Birthday Barbie,10%,9.15%,9.15%,9.15%
160829,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Holiday Barbie > Happy Holidays,10%,9.15%,9.15%,9.15%
38258,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Holiday Barbie > Holiday Angel,10%,9.15%,9.15%,9.15%
38259,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Holiday Barbie > Holiday Celebration,10%,9.15%,9.15%,9.15%
48938,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Holiday Barbie > Other Holiday Barbie Dolls,10%,9.15%,9.15%,9.15%
160830,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > Breakfast at Tiffany's,10%,9.15%,9.15%,9.15%
36530,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > Gone with the Wind,10%,9.15%,9.15%,9.15%
160831,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > Grease,10%,9.15%,9.15%,9.15%
36532,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > I Love Lucy,10%,9.15%,9.15%,9.15%
48919,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > Marilyn Monroe,10%,9.15%,9.15%,9.15%
160832,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > My Fair Lady,10%,9.15%,9.15%,9.15%
145878,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Hollywood Barbie & Friends > Other Hollywood Barbie Dolls,10%,9.15%,9.15%,9.15%
160833,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Model Muse,10%,9.15%,9.15%,9.15%
48923,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > My Scene Dolls,10%,9.15%,9.15%,9.15%
48924,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > My Size Barbie,10%,9.15%,9.15%,9.15%
145879,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Avon,10%,9.15%,9.15%,9.15%
160834,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Cheerleader,10%,9.15%,9.15%,9.15%
36528,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Coca-Cola,10%,9.15%,9.15%,9.15%
160835,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Hard Rock Café,10%,9.15%,9.15%,9.15%
36531,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Harley-Davidson,10%,9.15%,9.15%,9.15%
160836,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Hello Kitty,10%,9.15%,9.15%,9.15%
36533,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > NASCAR,10%,9.15%,9.15%,9.15%
48926,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Pop Culture Barbie > Other Pop Culture Barbie Dolls,10%,9.15%,9.15%,9.15%
48927,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Porcelain Barbie,10%,9.15%,9.15%,9.15%
48928,"Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Silkstone, Fashion Models",10%,9.15%,9.15%,9.15%
48929,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Sun & Beach Barbie,10%,9.15%,9.15%,9.15%
48930,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Western Barbie,10%,9.15%,9.15%,9.15%
48931,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Gift Sets,10%,9.15%,9.15%,9.15%
15956,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Store Exclusives,10%,9.15%,9.15%,9.15%
48939,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Mixed Lots,10%,9.15%,9.15%,9.15%
15953,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Dolls > Other Contemp. Barbie Dolls,10%,9.15%,9.15%,9.15%
160837,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Barbie Reproductions,10%,9.15%,9.15%,9.15%
15948,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Books & Magazines,10%,9.15%,9.15%,9.15%
48940,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Accessories,10%,9.15%,9.15%,9.15%
84629,"Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Clothing > Custom, Handmade",10%,9.15%,9.15%,9.15%
48942,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Clothing > Fashion Avenue,10%,9.15%,9.15%,9.15%
48943,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Clothing > My Size,10%,9.15%,9.15%,9.15%
48944,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Clothing > Silkstone,10%,9.15%,9.15%,9.15%
15958,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Clothing > Other Contemp. Barbie Clothing,10%,9.15%,9.15%,9.15%
48945,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Shoes,10%,9.15%,9.15%,9.15%
160838,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Reproductions,10%,9.15%,9.15%,9.15%
249,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Clothing & Accessories > Other Contemp. Barbie Accs,10%,9.15%,9.15%,9.15%
15961,Dolls & Bears > Dolls > Barbie Contemporary (1973-Now) > Friends & Family > Kelly & Same-Size Friends,10%,9.15%,9.15%,9.15%
